County,Char_1,Char_2,Char_3
"ClarkeCounty,Virginia",106,0.0008,99000
"ColonialHeightsCity,Virginia",309,0.0015,21000
"CovingtonCity,Virginia",192,0.00019,37000
"CraigCounty,Virginia",174,0.00201,124000
"CulpeperCounty,Virginia",320,0.00643,176000
"CumberlandCounty,Virginia",156,0.0076,62000
"DanvilleCity,Virginia",292,0.00577,32000
"DickensonCounty,Virginia",270,0.00284,145000
"DinwiddieCounty,Virginia",132,0.00638,64000
"EmporiaCity,Virginia",117,0.00261,163000
"EssexCounty,Virginia",156,0.00011,102000
"FairfaxCity,Virginia",175,0.00569,83000
"FairfaxCounty,Virginia",112,0.00062,69000
"FallsChurchCity,Virginia",244,0.00821,143000
"FauquierCounty,Virginia",453,0.00786,88000
"FloydCounty,Virginia",117,0.00034,79000
"FluvannaCounty,Virginia",207,0.0041,27000
"FranklinCity,Virginia",206,0.00368,79000
"FranklinCounty,Virginia",162,0.00058,39000
"FrederickCounty,Virginia",423,0.00719,57000
"FredericksburgCity,Virginia",487,0.00018,68000
"GalaxCity,Virginia",367,0.00198,128000
"GilesCounty,Virginia",399,0.00543,118000
"GloucesterCounty,Virginia",307,0.00101,129000
"GoochlandCounty,Virginia",336,0.00723,60000
"GraysonCounty,Virginia",135,0.00215,31000
"GreeneCounty,Virginia",307,0.00373,31000
"GreensvilleCounty,Virginia",179,0.00848,184000
"HalifaxCounty,Virginia",341,0.00092,185000
"HamptonCity,Virginia",170,0.00467,162000
"HanoverCounty,Virginia",184,0.00057,141000
"HarrisonburgCity,Virginia",326,0.00397,91000
"HenricoCounty,Virginia",313,0.00669,27000
"HenryCounty,Virginia",170,0.0061,84000
"HighlandCounty,Virginia",397,0.00255,80000
"HopewellCity,Virginia",301,0.00225,37000
"IsleofWightCounty,Virginia",180,0.00194,126000
"JamesCityCounty,Virginia",494,0.00492,166000
"KingGeorgeCounty,Virginia",296,0.00726,98000
"KingWilliamCounty,Virginia",277,0.00321,107000
"KingandQueenCounty,Virginia",299,0.00502,41000
"LancasterCounty,Virginia",194,0.00457,54000
"LeeCounty,Virginia",111,0.00964,126000
"LexingtonCity,Virginia",396,0.00086,125000
"LoudounCounty,Virginia",400,0.00572,83000
"LouisaCounty,Virginia",272,0.00262,197000
"LunenburgCounty,Virginia",305,0.00988,175000
"LynchburgCity,Virginia",419,0.00113,92000
"MadisonCounty,Virginia",428,0.00289,150000
"ManassasCity,Virginia",139,0.00217,13000
"ManassasParkCity,Virginia",102,0.00629,185000
"MartinsvilleCity,Virginia",430,0.0081,29000
"MathewsCounty,Virginia",426,0.00242,118000
"MecklenburgCounty,Virginia",246,0.00779,167000
"MiddlesexCounty,Virginia",251,0.00589,166000
"MontgomeryCounty,Virginia",183,0.00028,102000
"NelsonCounty,Virginia",185,0.00194,47000
"NewKentCounty,Virginia",460,0.00207,38000
"NewportNewsCity,Virginia",120,0.00391,134000
"NorfolkCity,Virginia",340,0.00103,47000
"NorthamptonCounty,Virginia",337,0.00406,34000
"NorthumberlandCounty,Virginia",420,0.00667,192000
"NortonCity,Virginia",482,0.00238,139000
"NottowayCounty,Virginia",282,0.00811,13000
"OrangeCounty,Virginia",336,0.00012,108000
"PageCounty,Virginia",456,0.00539,91000
"PatrickCounty,Virginia",483,0.0026,147000
"PetersburgCity,Virginia",322,0.00045,19000
"PittsylvaniaCounty,Virginia",354,0.00938,120000
"PoquosonCity,Virginia",416,0.00999,14000
"PortsmouthCity,Virginia",272,0.00869,51000
"PowhatanCounty,Virginia",130,0.00196,194000
"PrinceEdwardCounty,Virginia",140,0.0075,29000
"PrinceGeorgeCounty,Virginia",273,0.00861,166000
"PrinceWilliamCounty,Virginia",413,0.00724,118000
"PulaskiCounty,Virginia",134,0.00434,165000
"RadfordCity,Virginia",426,0.00915,141000
"RappahannockCounty,Virginia",240,0.00859,89000
"RichmondCity,Virginia",245,0.0094,152000
"RichmondCounty,Virginia",482,0.00812,169000
"RoanokeCity,Virginia",149,0.00713,177000
"RoanokeCounty,Virginia",150,0.00328,35000
"RockbridgeCounty,Virginia",415,0.00567,63000
"RockinghamCounty,Virginia",188,0.00437,95000
"RussellCounty,Virginia",282,0.0008,96000
"SalemCity,Virginia",365,0.00143,86000
"ScottCounty,Virginia",366,0.00712,41000
"ShenandoahCounty,Virginia",300,0.00172,33000
"SmythCounty,Virginia",234,0.0094,97000
"SouthamptonCounty,Virginia",418,0.00049,198000
"SpotsylvaniaCounty,Virginia",243,0.00822,34000
"StaffordCounty,Virginia",306,0.00196,128000
"StauntonCity,Virginia",392,0.00924,177000
"SuffolkCity,Virginia",243,0.00549,36000
"SurryCounty,Virginia",286,0.00778,74000
"SussexCounty,Virginia",219,0.0023,89000
"TazewellCounty,Virginia",441,0.00506,147000
"VirginiaBeachCity,Virginia",124,0.00237,110000
"WarrenCounty,Virginia",228,0.00247,44000
"WashingtonCounty,Virginia",362,0.00807,194000
"WaynesboroCity,Virginia",442,0.00484,175000
"WestmorelandCounty,Virginia",291,0.00882,97000
"WilliamsburgCity,Virginia",182,0.00552,107000
"WinchesterCity,Virginia",220,0.00026,180000
"WiseCounty,Virginia",142,0.00706,148000
"WytheCounty,Virginia",397,0.00222,53000
"YorkCounty,Virginia",267,0.0059,19000
"AdamsCounty,Washington",102,0.00984,98000
"AsotinCounty,Washington",277,0.00635,130000
"BentonCounty,Washington",421,0.00727,24000
"ChelanCounty,Washington",406,0.00555,39000
"ClallamCounty,Washington",106,0.00289,144000
"ClarkCounty,Washington",400,0.00092,143000
"ColumbiaCounty,Washington",491,0.00227,29000
"CowlitzCounty,Washington",310,0.00119,109000
"DouglasCounty,Washington",459,0.00986,87000
"FerryCounty,Washington",260,0.00241,110000
"FranklinCounty,Washington",446,0.00225,12000
"GarfieldCounty,Washington",115,0.00661,21000
"GrantCounty,Washington",419,0.0059,69000
"GraysHarborCounty,Washington",186,0.00593,166000
"IslandCounty,Washington",394,0.00017,101000
"JeffersonCounty,Washington",248,0.00865,49000
"KingCounty,Washington",270,0.0015,96000
"KitsapCounty,Washington",473,0.00583,70000
"KittitasCounty,Washington",459,0.00454,120000
"KlickitatCounty,Washington",405,0.00545,136000
"LewisCounty,Washington",281,0.00981,114000
"LincolnCounty,Washington",250,0.00675,11000
"MasonCounty,Washington",474,0.00255,42000
"OkanoganCounty,Washington",197,0.00935,123000
"PacificCounty,Washington",349,0.00715,14000
"PendOreilleCounty,Washington",459,0.0092,130000
"PierceCounty,Washington",265,0.00008,103000
"SanJuanCounty,Washington",258,0.00154,96000
"SkagitCounty,Washington",267,0.00407,48000
"SkamaniaCounty,Washington",402,0.00144,113000
"SnohomishCounty,Washington",415,0.00607,113000
"SpokaneCounty,Washington",192,0.00107,70000
"StevensCounty,Washington",325,0.00258,39000
"ThurstonCounty,Washington",210,0.0008,92000
"WahkiakumCounty,Washington",348,0.00295,193000
"WallaWallaCounty,Washington",266,0.0055,158000
"WhatcomCounty,Washington",474,0.00107,178000
"WhitmanCounty,Washington",491,0.00232,52000
"YakimaCounty,Washington",169,0.00891,195000
"BarbourCounty,WestVirginia",330,0.00111,194000
"BerkeleyCounty,WestVirginia",268,0.00175,19000
"BooneCounty,WestVirginia",296,0.0034,175000
"BraxtonCounty,WestVirginia",269,0.00117,126000
"BrookeCounty,WestVirginia",365,0.00368,99000
"CabellCounty,WestVirginia",322,0.00033,173000
"CalhounCounty,WestVirginia",134,0.00942,179000
"ClayCounty,WestVirginia",294,0.0039,118000
"DoddridgeCounty,WestVirginia",299,0.00701,168000
"FayetteCounty,WestVirginia",349,0.00806,113000
"GilmerCounty,WestVirginia",499,0.00853,96000
"GrantCounty,WestVirginia",102,0.00423,26000
"GreenbrierCounty,WestVirginia",268,0.00096,135000
"HampshireCounty,WestVirginia",268,0.00078,177000
"HancockCounty,WestVirginia",199,0.00802,26000
"HardyCounty,WestVirginia",305,0.00528,158000
"HarrisonCounty,WestVirginia",445,0.00643,84000
"JacksonCounty,WestVirginia",346,0.00327,100000
"JeffersonCounty,WestVirginia",499,0.00657,136000
"KanawhaCounty,WestVirginia",196,0.00092,194000
"LewisCounty,WestVirginia",245,0.00649,112000
"LincolnCounty,WestVirginia",325,0.00541,32000
"LoganCounty,WestVirginia",466,0.00426,29000
"MarionCounty,WestVirginia",155,0.00892,115000
"MarshallCounty,WestVirginia",391,0.00753,36000
"MasonCounty,WestVirginia",292,0.00032,185000
"McDowellCounty,WestVirginia",319,0.00181,110000
"MercerCounty,WestVirginia",154,0.00207,145000
"MineralCounty,WestVirginia",226,0.0077,44000
"MingoCounty,WestVirginia",488,0.00981,66000
"MonongaliaCounty,WestVirginia",170,0.00498,96000
"MonroeCounty,WestVirginia",203,0.00795,38000
"MorganCounty,WestVirginia",345,0.00643,192000
"NicholasCounty,WestVirginia",407,0.00554,99000
"OhioCounty,WestVirginia",433,0.00551,141000
"PendletonCounty,WestVirginia",415,0.00578,104000
"PleasantsCounty,WestVirginia",297,0.00792,136000
"PocahontasCounty,WestVirginia",106,0.00563,170000
"PrestonCounty,WestVirginia",281,0.00306,162000
"PutnamCounty,WestVirginia",443,0.00604,171000
"RaleighCounty,WestVirginia",426,0.00659,194000
"RandolphCounty,WestVirginia",304,0.00243,41000
"RitchieCounty,WestVirginia",146,0.00403,18000
"RoaneCounty,WestVirginia",308,0.00618,45000
"SummersCounty,WestVirginia",488,0.00281,157000
"TaylorCounty,WestVirginia",101,0.00581,95000
"TuckerCounty,WestVirginia",397,0.00926,153000
"TylerCounty,WestVirginia",318,0.00563,49000
"UpshurCounty,WestVirginia",350,0.00023,100000
"WayneCounty,WestVirginia",375,0.00976,29000
"WebsterCounty,WestVirginia",327,0.00933,197000
"WetzelCounty,WestVirginia",114,0.00366,126000
"WirtCounty,WestVirginia",497,0.00356,159000
"WoodCounty,WestVirginia",483,0.00631,183000
"WyomingCounty,WestVirginia",493,0.00267,34000
"AdamsCounty,Wisconsin",495,0.00612,107000
"AshlandCounty,Wisconsin",403,0.00228,175000
"BarronCounty,Wisconsin",422,0.00033,45000
"BayfieldCounty,Wisconsin",280,0.00562,91000
"BrownCounty,Wisconsin",263,0.00823,65000
"BuffaloCounty,Wisconsin",144,0.0088,72000
"BurnettCounty,Wisconsin",397,0.00202,68000
"CalumetCounty,Wisconsin",219,0.0033,180000
"ChippewaCounty,Wisconsin",229,0.00497,62000
"ClarkCounty,Wisconsin",194,0.00966,85000
"ColumbiaCounty,Wisconsin",361,0.00191,62000
"CrawfordCounty,Wisconsin",284,0.00982,63000
"DaneCounty,Wisconsin",108,0.00194,133000
"DodgeCounty,Wisconsin",242,0.00645,138000
"DoorCounty,Wisconsin",112,0.00534,42000
"DouglasCounty,Wisconsin",368,0.00658,32000
"DunnCounty,Wisconsin",111,0.00774,41000
"EauClaireCounty,Wisconsin",141,0.0088,137000
"FlorenceCounty,Wisconsin",309,0.00887,194000
"FondduLacCounty,Wisconsin",328,0.00452,111000
"ForestCounty,Wisconsin",385,0.00201,169000
"GrantCounty,Wisconsin",437,0.00491,11000
"GreenCounty,Wisconsin",220,0.00743,21000
"GreenLakeCounty,Wisconsin",134,0.00901,67000
"IowaCounty,Wisconsin",159,0.00376,30000
"IronCounty,Wisconsin",469,0.00214,132000
"JacksonCounty,Wisconsin",398,0.00568,133000
"JeffersonCounty,Wisconsin",240,0.0038,110000
"JuneauCounty,Wisconsin",457,0.00325,141000
"KenoshaCounty,Wisconsin",151,0.00385,78000
"KewauneeCounty,Wisconsin",485,0.0048,189000
"LaCrosseCounty,Wisconsin",327,0.00251,133000
"LafayetteCounty,Wisconsin",233,0.00372,70000
"LangladeCounty,Wisconsin",162,0.00938,85000
"LincolnCounty,Wisconsin",401,0.00732,144000
"ManitowocCounty,Wisconsin",286,0.00167,19000
"MarathonCounty,Wisconsin",377,0.00315,133000
"MarinetteCounty,Wisconsin",446,0.00407,165000
"MarquetteCounty,Wisconsin",486,0.00665,80000
"MenomineeCounty,Wisconsin",118,0.00194,29000
"MilwaukeeCounty,Wisconsin",294,0.00984,98000
"MonroeCounty,Wisconsin",282,0.00633,106000
"OcontoCounty,Wisconsin",471,0.00209,136000
"OneidaCounty,Wisconsin",372,0.0097,186000
"OutagamieCounty,Wisconsin",150,0.00309,86000
"OzaukeeCounty,Wisconsin",494,0.00807,121000
"PepinCounty,Wisconsin",290,0.002,178000
"PierceCounty,Wisconsin",500,0.00453,82000
"PolkCounty,Wisconsin",245,0.00909,152000
"PortageCounty,Wisconsin",400,0.00208,61000
"PriceCounty,Wisconsin",378,0.00293,107000
"RacineCounty,Wisconsin",463,0.00894,183000
"RichlandCounty,Wisconsin",409,0.00804,187000
"RockCounty,Wisconsin",394,0.00383,190000
"RuskCounty,Wisconsin",197,0.00967,43000
"SaintCroixCounty,Wisconsin",148,0.00975,193000
"SaukCounty,Wisconsin",437,0.00897,61000
"SawyerCounty,Wisconsin",129,0.00479,12000
"ShawanoCounty,Wisconsin",268,0.0007,165000
"SheboyganCounty,Wisconsin",190,0.00077,138000
"TaylorCounty,Wisconsin",317,0.00261,38000
"TrempealeauCounty,Wisconsin",294,0.00381,27000
"VernonCounty,Wisconsin",128,0.00132,43000
"VilasCounty,Wisconsin",371,0.00224,146000
"WalworthCounty,Wisconsin",116,0.00133,167000
"WashburnCounty,Wisconsin",489,0.0015,131000
"WashingtonCounty,Wisconsin",166,0.00165,41000
"WaukeshaCounty,Wisconsin",223,0.00379,167000
"WaupacaCounty,Wisconsin",253,0.00387,121000
"WausharaCounty,Wisconsin",388,0.00924,69000
"WinnebagoCounty,Wisconsin",401,0.00146,86000
"WoodCounty,Wisconsin",423,0.00837,68000
"AlbanyCounty,Wyoming",321,0.00133,164000
"BigHornCounty,Wyoming",338,0.00831,11000
"CampbellCounty,Wyoming",469,0.00511,68000
"CarbonCounty,Wyoming",157,0.00744,123000
"ConverseCounty,Wyoming",296,0.00276,147000
"CrookCounty,Wyoming",436,0.00504,82000
"FremontCounty,Wyoming",374,0.00648,92000
"GoshenCounty,Wyoming",112,0.00995,158000
"HotSpringsCounty,Wyoming",416,0.00004,108000
"JohnsonCounty,Wyoming",178,0.00944,111000
"LaramieCounty,Wyoming",446,0.00409,98000
"LincolnCounty,Wyoming",189,0.00287,99000
"NatronaCounty,Wyoming",209,0.00504,17000
"NiobraraCounty,Wyoming",453,0.00913,19000
"ParkCounty,Wyoming",161,0.00931,118000
"PlatteCounty,Wyoming",233,0.00781,62000
"SheridanCounty,Wyoming",131,0.00469,173000
"SubletteCounty,Wyoming",128,0.00487,111000
"SweetwaterCounty,Wyoming",136,0.00501,56000
"TetonCounty,Wyoming",211,0.0044,173000
"UintaCounty,Wyoming",193,0.00893,46000
"WashakieCounty,Wyoming",194,0.00923,96000
"WestonCounty,Wyoming",162,0.00384,119000
